  Prov. Des.    q       Q       H     Epoch      M     Peri. Node   Incl.  e      a
  2000 FR53   41.042  48.529    7.6   20190427   88.7   92.6  39.4   2.5 0.084  44.785
  2000 FH8    42.475  44.936    7.2   20190427  182.8   17.1   8.9   2.1 0.028  43.705
  2000 FG8    40.949  47.365    7.5   20190427  297.1  120.8 159.5   1.1 0.073  44.157
  2000 FF8    40.757  49.974    7.6   20190427  291.9  109.3 178.3   4.5 0.102  45.365
  2000 FC8    41.456  46.846    8.0   20190427  212.2   24.5 333.1   0.7 0.061  44.151
  2000 FB8    27.881  50.882    8.2   20190427  110.7   67.3   1.8   4.6 0.292  39.381
  2000 CY105  41.375  49.690    6.6   20000206  180.1  175.8 132.8  10.0 0.091  45.533
  2000 CS105  38.302  51.125    7.3   20000206  360.0  141.3  19.0   5.0 0.143  44.713
  2000 CP114  32.936  46.017    8.0   20000226   87.0  260.1 127.0  31.0 0.166  39.476
  2000 CP104  39.593  48.729    6.8   20200531  263.7  149.2 130.7   9.5 0.103  44.161
  2000 CO114  43.317  48.969    6.9   20000226  180.1  352.0 333.2  32.5 0.061  46.143
  2000 CO105  40.000  53.820    5.9   20190427  124.3   54.1 307.3  19.3 0.147  46.910
  2000 CN114  41.903  45.604    7.1   20200531  124.9  311.2  82.5   1.6 0.042  43.754
  2000 CN104  42.927  42.927    6.9   20000206    0.0    0.3 150.5  31.5 0.000  42.927
  2000 CM104  42.585  42.585    7.5   20000206    0.0    1.7 149.0   0.9 0.000  42.585
  2000 CL105  40.663  45.048    6.9   20200531  207.8  199.2 113.8   4.2 0.051  42.856
  2000 CL104  41.037  47.563    6.2   20200531   80.5  306.8 140.9   1.2 0.074  44.300
  2000 CK105  29.973  48.593    6.1   20200531  198.7  352.2 326.5   8.2 0.237  39.283
  2000 CJ105  39.357  48.835    6.2   20200531  158.7  225.8 154.3  11.6 0.107  44.096
  2000 CG105  44.212  48.114    6.6   20200531  119.9   78.3 314.1  28.1 0.042  46.163
  2000 CF105  42.231  44.970    7.11  20201217   37.2   52.7  56.4   0.5 0.031  43.601
  2000 CE105  41.357  45.846    7.14  20201217   32.3   24.7  76.5   0.5 0.051  43.602
  2000 AF255  36.211  60.432    5.9   20200531  280.4  200.7  23.6  30.9 0.251  48.321
  2000 AE255  41.302  46.801    8.3   19991228    0.0   56.6  43.8  35.9 0.062  44.051
  2000 AD255  40.387  43.961    8.9   19991228    0.0  320.4 113.6  33.0 0.042  42.174
  2000 AC255  39.331  54.283    8.9   19991228  181.1  141.4 111.0  34.8 0.160  46.807
  2000 AB255  38.783  47.385    8.9   19991228    0.0  279.0 159.0  20.4 0.100  43.084
  1999 XY143  39.138  46.401    6.2   20200531  121.7   76.9 255.5   7.2 0.085  42.769
  1999 TR11   29.699  48.667    8.4   20190427   36.7  346.2  54.8  17.2 0.242  39.183
  1999 SA28   31.977  46.491    7.3   19990830  359.9   73.9 262.7  11.1 0.185  39.234
  1999 RX215  40.322  54.158    7.6   20200531   49.9  187.5  99.4   0.9 0.146  47.240
  1999 RX214  38.121  54.262    6.8   20200531   99.0  266.6   3.7   4.8 0.175  46.192
  1999 RW215  30.668  41.940    7.95  20201217  345.0  187.4 252.9  10.6 0.155  36.304
  1999 RW214  41.438  44.458    7.3   20200531  110.5  273.1   0.2   1.4 0.035  42.948
  1999 RV215  36.406  52.425    8.4   20190427   23.9   25.1 351.8  22.0 0.180  44.416
  1999 RV214  44.291  48.715    7.9   20190427  238.5  324.6 144.8   1.1 0.048  46.503
  1999 RT215  43.089  43.089    7.1   19991009    0.0  179.8 192.9  21.9 0.000  43.089
  1999 RT214  40.560  44.716    7.8   20190427    2.8  205.1 138.1   2.6 0.049  42.638
  1999 RS214  42.964  42.964    7.9   19990919    0.0  178.8 139.5   3.2 0.000  42.964
  1999 RR215  39.497  48.428    8.1   20190427   57.4  145.5 186.0   1.2 0.102  43.963
  1999 RK257  40.962  45.431    8.3   19990830  360.0  144.9 190.6  17.9 0.052  43.196
  1999 RK215  33.731  44.881    7.6   20190427  151.9   95.4 137.4  11.5 0.142  39.306
  1999 RG215  43.215  49.662    7.4   20190427  322.9  112.7 291.1   0.2 0.069  46.438
  1999 RF215  43.964  43.964    7.4   19991009    0.0    0.2 327.6   3.7 0.000  43.964
  1999 RC216  40.820  47.985    7.3   19991009  180.1  344.3 190.5   0.6 0.081  44.403
  1999 RC215  41.606  46.506    6.9   20200531  315.3  254.3 189.1   1.4 0.056  44.056
  1999 OZ3    40.622  47.553    7.4   20190427  297.0  275.0 137.8   2.6 0.079  44.087
  1999 OK4    36.601  50.261    7.6   20190427  120.9   67.5 122.3  29.9 0.157  43.431
  1999 OG4    40.845  53.546    7.7   20190427  104.8  104.2 111.3   1.4 0.135  47.195
  1999 OD4    37.939  45.429    7.3   20200531  253.4  144.0 301.4  14.3 0.090  41.684
  1999 OC4    37.760  53.588    8.3   20190427   63.7  203.9  55.6   1.2 0.173  45.674
  1999 OA4    41.568  47.496    7.9   20190427  134.6   62.0 136.9   3.1 0.067  44.532
  1999 LB37   31.888  47.110    9.6   19990522  291.6  218.7 119.8  14.9 0.193  39.499
  1999 KT16   46.417  46.417    8.8   19990502    0.0  358.3 213.9   8.7 0.000  46.417
  1999 KR18   34.839  52.667    7.9   20190427  191.1  214.0 283.4   0.6 0.204  43.753
  1999 KL17   44.877  47.598    8.7   19990611  180.1  180.3 307.2   2.9 0.029  46.238
  1999 KK17   45.543  45.543    8.8   19990502    0.0    2.1 210.5   4.0 0.000  45.543
  1999 JK132  32.827  45.853    9.2   19990502   77.1   84.1  32.6  16.0 0.166  39.340
  1999 JJ132  41.132  50.456    8.8   19990502  179.9  182.1 210.5   3.4 0.102  45.794
  1999 JH132  42.008  42.008    9.6   19990502    0.0    5.3 207.0   0.7 0.000  42.008
  1999 JF132  44.464  44.464    7.9   19990502    0.0  182.8  30.0   1.9 0.000  44.464
  1999 JE132  31.761  47.120    8.6   19990502   67.9  269.5 213.2  25.0 0.195  39.440
  1999 JD132  40.787  46.372    7.7   20190427   91.4  108.1  30.9  10.5 0.064  43.579
  1999 JC132  29.902  49.159    8.7   19990502  284.7  280.2  35.8   5.7 0.244  39.531
  1999 JB132  28.668  50.405    8.2   19990502  296.4   95.5 211.9  13.1 0.275  39.537
  1999 JA132  44.535  44.624    7.7   19990412  359.9  181.6   0.9   7.0 0.001  44.579
  1999 HZ11   39.047  45.717    8.4   19990412  360.0   20.0 170.1  10.1 0.079  42.382
  1999 HY11   39.637  44.679    8.3   19990412  360.0  151.9  35.9   6.2 0.060  42.158
  1999 HV11   42.367  44.062    7.8   20190427  145.9  281.5 160.9   3.2 0.020  43.214
  1999 HS11   43.280  45.563    6.9   20190427  325.5  160.1 105.7   2.6 0.026  44.422
  1999 HJ12   41.257  45.532    7.4   20190427  274.0  213.4 122.6   4.5 0.049  43.394
  1999 HH12   42.915  44.793    7.0   20190427  277.3   59.2 255.9   1.3 0.021  43.854
  1999 HG12   36.921  51.014    7.2   20190427  310.2  266.2  30.7   1.0 0.160  43.968
  1999 HA12   40.571  45.708    7.8   19990502    0.1   96.0 107.1   3.6 0.060  43.140
  1999 GS46   41.200  48.498    6.9   20190427   95.6  100.4  24.3   5.2 0.081  44.849
  1999 DZ7    28.876  49.948    8.8   19990211  180.7  348.4 330.7  14.3 0.267  39.412
  1999 DR8    40.397  50.643    9.3   19990211  180.2  340.8 339.0   8.2 0.113  45.520
  1999 DQ8    45.318  45.318    9.1   19990211    0.0   10.2 130.3  14.2 0.000  45.318
  1999 DO8    41.791  41.791   10.0   19990211    0.0  130.0  10.1   3.4 0.000  41.791
  1999 DN8    44.338  44.338    9.8   19990211    0.0   61.7  78.4   2.9 0.000  44.338
  1999 DM8    42.882  42.882    9.7   19990211    0.0   40.9  99.3   3.9 0.000  42.882
  1999 DL8    42.517  42.517    9.6   19990303    0.0   25.9 114.5   5.8 0.000  42.517
  1999 DH8    40.769  47.512    8.7   20190427  324.4  103.0 105.2   4.5 0.076  44.141
  1999 DF8    44.162  44.162    9.9   19990211    0.0  108.5  31.4   2.5 0.000  44.162
  1999 DE8    45.604  45.604    9.6   19990211    0.0   44.2  95.7   3.5 0.000  45.604
  1999 DD8    30.323  48.487   11.1   19990211   67.1   59.8 346.5   5.5 0.230  39.405
  1999 DC8    45.884  45.884   10.0   19990211    0.0   31.4 108.7   4.8 0.000  45.884
  1999 DB8    38.191  46.831   10.0   19990303    0.1    6.8 133.8  22.3 0.102  42.511
  1999 DA8    26.401  52.232   12.4   19990211   12.5  338.3 137.0  40.0 0.329  39.316
  1999 DA     40.098  46.451    7.9   20190427  222.6  251.2  54.1   2.8 0.073  43.274
  1999 CZ131  42.968  45.852    8.1   19990211  360.0  359.9 151.8   2.4 0.032  44.410
  1999 CY131  37.995  49.851    8.1   19990211  360.0    0.1 148.2  25.2 0.135  43.923
  1999 CX131  32.199  52.056    7.1   20200531  305.4  111.1 128.1   9.8 0.236  42.127
  1999 CX118  42.472  44.852    7.1   19990303  180.1  175.7 175.7   1.8 0.027  43.662
  1999 CW131  43.197  43.862    7.9   20190427  195.0  189.7 174.6   7.9 0.008  43.530
  1999 CW118  43.455  43.455    7.8   19990323  198.7  173.5 154.5   0.8 0.000  43.455
  1999 CU153  41.254  46.739    7.2   20200531   78.8  292.7 139.3   2.7 0.062  43.996
  1999 CT153  40.940  49.281    8.1   19990211  360.0  357.7 163.1   4.5 0.092  45.111
  1999 CS153  38.933  49.938    8.1   20190427  314.8  225.5 343.3   1.0 0.124  44.436
  1999 CR153  40.906  45.332    8.2   19990211  360.0  201.3 324.5   1.4 0.051  43.119
  1999 CR133  42.250  42.250    8.1   19990211    0.0  348.0 135.1   1.7 0.000  42.250
  1999 CQ153  43.451  49.512    8.0   20190427  343.4    9.7 192.3   0.1 0.065  46.482
  1999 CQ133  37.055  45.154    6.91  20201217  256.5  139.6 123.4  13.3 0.099  41.105
  1999 CP153  37.782  52.100    7.7   20190427  126.8  244.9 122.9   3.0 0.159  44.941
  1999 CN153  41.911  43.273    7.7   19990303  180.1  179.4 153.0   7.5 0.016  42.592
  1999 CN119  41.680  45.452    8.1   20200531  262.7  271.0 347.0   1.0 0.043  43.566
  1999 CM158  28.542  50.684    7.8   20190427   38.6  165.5 339.0   9.3 0.279  39.613
  1999 CM153  39.462  51.955    7.4   20190427   64.7    4.4  90.8   0.2 0.137  45.708
  1999 CM119  39.822  47.968    7.9   20190427   85.2  299.1 118.6   2.8 0.093  43.895
  1999 CL119  46.362  46.886    6.1   20201217  270.6  116.1 125.2  23.4 0.006  46.624
  1999 CK119  42.082  42.082    7.9   19990211    0.0    3.0 123.1  11.6 0.000  42.082
  1999 CJ119  42.323  47.928    7.4   20200531   11.6  188.1 313.4   3.2 0.062  45.126
  1999 CH154  42.565  43.384    7.8   20190427  119.7  231.2 164.9   0.8 0.010  42.974
  1999 CH119  39.356  46.912    7.1   20200531  217.9  172.2 122.4  20.0 0.088  43.134
  1999 CG154  38.901  47.118    7.4   20190427  249.8  171.3 100.5   0.8 0.096  43.009
  1999 CD119  42.825  45.161    7.3   19990303  180.1  183.9 166.4   2.4 0.027  43.993
  1999 CC119  41.321  48.257    7.2   20200531  304.6   66.7 190.4   0.4 0.077  44.789
  1999 CB119  40.954  53.217    7.0   20190427   27.1  352.2 168.1   8.7 0.130  47.086
  1999 CA132  39.660  48.272    7.4   19990303    0.1    0.5 154.9  12.1 0.098  43.966
  1999 CA119  45.153  45.153    7.7   19990323  181.8  319.9  24.9   0.3 0.000  45.153
  1998 WZ31   32.829  45.736    8.1   20190427   40.7  351.1  50.6  14.6 0.164  39.283
  1998 WZ24   32.388  46.581    8.1   19981213    0.1  356.0  80.3   4.5 0.180  39.485
  1998 WY31   39.690  50.211    6.9   20190427  297.4  110.1  63.7   2.0 0.117  44.950
  1998 WY24   41.441  44.487    7.2   20190427  344.5   17.4 102.6   1.9 0.035  42.964
  1998 WX31   40.574  49.773    6.8   20190427   15.1   41.8  37.5   3.0 0.102  45.174
  1998 WX24   41.062  45.093    6.7   20190427  199.4  179.1  60.7   0.9 0.047  43.078
  1998 WW31   40.428  48.525    6.7   20200531  141.9   51.2 237.1   6.8 0.091  44.476
  1998 WV31   28.440  49.692    7.5   20190427   71.8  272.8  58.6   5.7 0.272  39.066
  1998 WS31   31.403  47.046    8.26  20201217   29.1   27.5  15.9   6.7 0.199  39.224
  1998 WG24   39.762  50.874    7.0   20190427  345.1   36.5  88.4   2.2 0.123  45.318
  1998 UR43   30.765  47.691    8.3   20190427    6.6   18.6  53.9   8.8 0.216  39.228
  1998 KY61   42.929  46.411    7.3   20200531  212.9  354.8 122.9   2.1 0.039  44.670
  1998 KS65   42.231  45.403    7.7   20180323   30.0  194.7 102.7   1.2 0.036  43.817
  1998 KG66   45.201  45.201    8.9   19980507    0.0  358.4 199.7   3.5 0.000  45.201
  1998 KF66   31.138  47.879    9.8   19980507  359.9  182.3  16.3   6.2 0.212  39.508
  1998 KE66   42.063  42.063    9.0   19980507    0.0  178.6  19.3   2.8 0.000  42.063
  1998 KD66   40.896  45.267    8.9   19980507  360.0  357.1 200.6   5.1 0.051  43.082
  1998 HR151  39.934  51.079    8.6   19980527    0.1  359.7 194.7   6.6 0.122  45.506
  1998 HO151  37.601  45.329    8.2   20200531  229.4  223.7 123.6  16.7 0.093  41.465
  1998 HL151  37.317  44.708    8.1   20190427   66.9  135.4  16.3  28.0 0.090  41.012
  1998 HH151  31.918  47.438    8.4   20190427    6.1   35.3 194.8   8.8 0.196  39.678
  1998 FS144  41.174  42.632    6.7   20190427  117.2  206.9 229.0   9.8 0.017  41.903
  1997 UG25   43.307  43.307    8.5   19971019    0.0    5.4  59.9   0.6 0.000  43.307
  1997 TX8    31.986  46.637    8.5   19970929    0.3  117.4 239.9   9.0 0.186  39.312
  1997 RY6    41.360  41.360    7.5   19970929    2.2   37.9 318.5  12.4 0.000  41.360
  1997 RX9    39.193  43.917    8.3   20190427  129.7   73.0 163.9  30.0 0.057  41.555
  1997 RL13   44.516  44.516    9.5   19970820    0.0   51.7 312.5   5.7 0.000  44.516
  1997 QH4    39.186  45.995    7.0   20190427  323.4   73.0 355.7  13.2 0.080  42.591
  1997 GA45   39.118  55.699    8.6   20190427   47.0  328.1 177.1   7.8 0.175  47.409
  1997 CW29   36.271  42.480    6.5   19970221  179.7  188.5 110.7  19.0 0.079  39.375
  1997 CT29   42.065  45.080    6.5   20200531  237.3  212.8  74.5   1.0 0.035  43.572
  1996 TS66   38.306  49.218    6.18  20201217    7.1  139.2 285.8   7.4 0.125  43.762
  1996 TK66   41.974  43.287    6.3   20200531  132.8  216.0  44.6   3.3 0.015  42.631
  1996 RR20   32.855  46.537    6.9   20201217  147.4   50.0 163.5   5.3 0.172  39.696
  1996 RQ20   39.383  48.026    6.9   20190427   30.5  356.8  11.6  31.7 0.099  43.705
  1996 KY1    35.712  43.322    8.0   19960517    0.0    6.0 248.6  30.9 0.096  39.517
  1996 KX1    35.704  43.381    8.5   19960517  360.0   17.9 197.5   1.5 0.097  39.543
  1996 KV1    40.184  51.024    7.3   20190427    0.4  194.0  92.6   8.1 0.119  45.604
  1995 YY3    30.682  47.500    8.5   20190427   36.1  321.2  99.6   0.4 0.215  39.091
  1995 KK1    31.981  46.969    8.5   19950523   21.7  328.4 228.1   9.3 0.190  39.475
  1995 KJ1    43.468  43.468    6.5   19950612    0.0  180.6  47.8   2.7 0.000  43.468
  1995 HM5    29.567  50.121    7.7   20200531  358.5   60.6 186.7   4.8 0.258  39.844
  1995 GY7    41.347  41.347    7.5   19950324    0.0  203.5  34.5   0.9 0.000  41.347
  1995 GJ     39.006  46.808    7.0   19950324  360.0  180.3 338.9  22.9 0.091  42.907
  1995 GA7    34.751  44.160    7.5   19950324   63.9  100.2  21.0   3.5 0.119  39.455
  1995 FB21   42.426  42.426    7.5   19950324    0.0  209.6  28.4   0.7 0.000  42.426
  1995 DC2    41.150  46.835    7.22  20201217  274.4  122.7 154.2   2.3 0.065  43.992
  1995 DB2    40.209  52.390    7.6   20200531   28.2    1.1 128.7   4.1 0.132  46.300
  1994 TG2    42.448  42.448    7.0   19941015    0.0  358.7 353.3   2.2 0.000  42.448
  1994 TG     42.254  42.254    7.0   19940925    0.0  353.0  15.5   6.8 0.000  42.254
  1994 EV3    41.664  44.729    7.1   20180323  199.1    9.5  19.5   1.7 0.035  43.197
  1994 ES2    40.503  51.466    7.6   20190427  306.5   99.7 154.7   1.1 0.119  45.985
  1993 RP     34.863  43.795    9.0   19930910  360.0  180.6 192.1   2.6 0.114  39.329
  2016 FR59   34.944  37.400    6.67  20201217  116.5  122.0 300.9  10.3 0.034  36.172
  2015 GO50   37.986  50.506    6.39  20201217   27.0  235.3 283.9  16.4 0.141  44.246
  2015 FP36   26.441  52.710    7.42  20201217  347.0   97.8 152.1  24.0 0.332  39.576
  2015 BZ518  38.293  55.967    4.81  20201217  273.0  297.9  44.0  11.4 0.188  47.130
  2015 BX518  35.206  50.096    5.61  20201217  289.4   54.4 210.0  28.2 0.175  42.651
  2015 BT518  41.507  45.695    5.93  20201217   53.3   58.0 101.7   8.1 0.048  43.601
  2015 BR518  38.501  48.449    6.60  20201217   47.2   44.7  79.1   9.9 0.114  43.475
  2015 BM518  31.864  40.823    6.47  20201217  293.3    1.6 262.6   8.8 0.123  36.344
  2014 YC50   37.252  50.342    6.51  20201217  341.3   77.8  84.6  18.4 0.149  43.797
  2014 OE394  41.234  52.254    4.81  20201217   71.6  263.4 309.0   3.9 0.118  46.744
  2014 KV101  29.134  49.997    7.38  20201217  330.1  129.1 160.6  16.8 0.264  39.566
  2014 JR80   36.100  43.208    5.10  20201217  255.4  294.6 119.2  15.3 0.090  39.654
  2014 JK80   31.591  47.676    6.40  20201217  317.8  152.4 157.1  20.0 0.203  39.634
  2014 GB54   28.091  51.147    7.84  20201217  346.8   57.7 204.3  26.1 0.291  39.619
  2014 EA52   37.333  45.459    5.44  20201217  343.1   90.9 140.7  19.0 0.098  41.396
  2014 DP143  29.254  49.874    7.68  20201217  353.1   36.0 202.0  24.2 0.261  39.564
  2014 DM143  40.625  48.998    5.68  20201217  228.4  269.5  67.4  10.7 0.093  44.811
  2014 CO23   36.100  51.306    5.35  20201217   94.8   48.4  20.3   7.9 0.174  43.703
  2014 BZ57   36.801  48.387    4.99  20201217  339.8  265.4 274.6  27.0 0.136  42.594
  2014 AF61   34.939  55.191    7.39  20201217   13.0  157.9 321.1  28.2 0.225  45.065
  2013 XD26   36.062  44.637    7.18  20201217    2.6  188.5 351.8  30.2 0.106  40.350
  2013 JV65   41.099  44.598    6.35  20201217  322.3  280.7 358.6   3.2 0.041  42.849
  2013 CF229  42.371  52.721    6.18  20201217  339.9   13.9 150.4   8.7 0.109  47.546
  2013 AQ183  38.937  53.383    6.82  20201217    5.5  307.9 190.0   2.6 0.156  46.160
  2012 KW51   36.331  59.520    6.46  20201217  325.5  123.2 162.0  11.7 0.242  47.925
  2012 KU50   30.917  51.319    6.36  20201217   23.0  127.6  66.8  18.8 0.248  41.118
  2012 BZ159  38.121  51.118    6.66  20201217  355.8    6.7 173.3   7.3 0.146  44.620
  2012 BW154  39.266  51.975    5.60  20201217   33.0   55.0  66.0   7.9 0.139  45.620
  2011 BQ170  37.538  53.750    6.42  20201217  344.3  351.7 207.2   9.3 0.178  45.644
  2010 JH210  29.934  49.282    7.20  20201217  323.1  163.7 129.3  12.2 0.244  39.608
  2010 ER65   40.037 155.231    5.24  20201217    5.3  324.1 212.6  21.3 0.590  97.634
  2010 NF146  43.046  43.437    6.4   20201217  281.4  200.9  65.3   2.8 0.005  43.242
  2010 TT195  40.263  46.413    6.0   20201217  274.8   98.0  58.3  15.6 0.071  43.338
  2010 TR195  29.143  49.834    7.8   20201217  340.5  234.9 199.5  17.6 0.262  39.489
  2011 GZ61   37.926  47.496    5.88  20201217   26.8  257.6 284.1   8.6 0.112  42.711
  2014 OL394  30.770  53.744    7.81  20201217    6.1  171.4 208.4   4.6 0.272  42.257
  2014 OZ393  37.592  54.587    6.3   20200531   17.9  183.2 211.2  16.7 0.184  46.089
  2014 HZ199  36.571  49.783    5.05  20201217   67.6   84.7  57.1  27.9 0.153  43.177
  2014 GC54   29.192  49.529    7.06  20201217   18.4  132.2  67.4  20.2 0.258  39.361
  2014 BE70   39.123 167.361    6.1   20200531  358.0  287.5 239.7  25.4 0.621 103.242
  2014 BX64   39.631  43.643    5.84  20201217  101.8   71.9 323.1  11.2 0.048  41.637
  2015 TG387  65.0411997.930    5.5   20190427  359.4  118.0 300.8  11.7 0.9371031.485
  2016 FW59   40.463  46.540    6.1   20190427  236.0   28.2 290.4   6.3 0.070  43.502
  2016 FP59   39.283  53.988    5.8   20190427   89.5  169.7 270.2   4.2 0.158  46.636
  2015 FP345  34.253  53.092    6.89  20201217   32.0   34.5 130.3  10.0 0.216  43.673
  2015 FO345  34.997  45.894    7.1   20190427   28.1   34.3 152.9  20.1 0.135  40.446
  2015 FM345  41.405  43.924    6.32  20201217   65.1   53.8 103.6  17.1 0.030  42.664
  2015 FL345  40.136  52.206    5.9   20190427  294.8  174.8 116.9   5.4 0.131  46.171
  2015 CL62   35.738  47.284    6.5   20190427  323.8  209.1 335.7  19.0 0.139  41.511
  2015 BF519  26.570  51.560    7.75  20201217  346.9  266.7 290.5  19.2 0.320  39.065
  2015 BW518  38.027  51.306    6.7   20200531    5.8   99.4  35.8   9.2 0.149  44.667
  2015 BV518  42.883  46.260    5.76  20201217  123.4  275.7  98.3   1.8 0.038  44.572
  2015 BO518  35.557  57.025    6.87  20201217  322.0  236.0 340.8   7.7 0.232  46.291
  2015 BN518  36.021  56.388    6.8   20190427  337.5  204.8 312.2  22.6 0.220  46.204
  2015 AK281  33.527  51.654    6.89  20201217   13.8   77.4  66.0  16.9 0.213  42.591
  2014 YJ50   31.539  46.934    6.84  20201217   53.5   46.6  12.3   7.3 0.196  39.237
  2014 YG50   31.556  46.841    7.23  20201217   45.3  106.9 303.8  19.1 0.195  39.199
  2014 XU40   32.472  45.949    7.1   20190427  323.8  229.3 258.4   4.8 0.172  39.210
  2014 XT40   31.846  46.584    7.3   20190427   15.1  173.1 223.9   7.4 0.188  39.215
  2014 WP510  32.368  46.202    7.3   20190427   42.6  298.5  73.9   8.2 0.176  39.285
  2014 WG510  30.664  47.388    6.7   20190427   67.0  176.2 167.5  17.5 0.214  39.026
  2014 WA510  43.746  47.088    5.9   20190427   83.6  332.8 104.6   2.2 0.037  45.417
  2014 WY509  36.180  51.514    5.89  20201217  283.0  317.1 299.0  11.5 0.175  43.847
  2014 WV509  38.459  54.380    6.7   20190427   16.0  196.9 205.7  25.4 0.171  46.420
  2014 WT509  35.468  58.950    7.2   20190427   11.6  225.7 182.4  12.3 0.249  47.209
  2014 WR509  25.824  52.698    7.33  20201217  327.1   65.6  51.8  26.4 0.342  39.261
  2014 WO509  39.935  48.064    6.3   20190427    3.5   51.8 109.1   3.8 0.092  43.999
  2014 WN509  39.931  44.648    6.2   20190427  296.2  313.0 276.9   7.1 0.056  42.289
  2014 WL509  35.861  46.673    6.1   20200531  281.3   49.6 184.3  15.1 0.131  41.267
  2014 WG509  38.895  46.114    5.87  20201217  110.5  180.1 129.6  21.4 0.085  42.504
  2014 WE509  33.118  39.444    7.32  20201217   34.6    4.7 125.5  13.9 0.087  36.281
  2014 WA509  41.684  46.368    6.0   20190427   56.6  342.0 120.2   3.0 0.053  44.026
  2014 UX229  26.322  52.703    8.3   20190427    9.3    2.7  15.3  16.0 0.334  39.512
  2014 UQ224  41.773  46.670    5.5   20190427  194.4  223.9  16.7   1.9 0.055  44.222
  2014 TW85   42.062  43.791    6.11  20201217   66.5  238.4 106.6   0.9 0.020  42.926
  2014 SK349  28.009  50.989    7.9   20200531   13.0  315.4  59.9   9.4 0.291  39.499
  2014 SJ349  35.334  49.113    7.19  20201217  358.3  296.1 123.7   8.9 0.163  42.223
  2014 RQ63   31.684  46.438    7.3   20190427  343.1  337.5 117.5   9.7 0.189  39.061
  2014 QZ441  38.790  45.535    5.9   20190427  238.9  177.6 335.1   6.5 0.080  42.163
  2014 QL441  35.992  61.847    6.56  20201217   18.4  290.1  75.7  26.3 0.264  48.920
  2014 MZ69   36.987  55.440    6.1   20190427   52.3  249.6  20.8  12.9 0.200  46.213
  2014 LS28   40.630  46.576    6.2   20190427  304.9  182.9 116.1   3.8 0.068  43.603
  2014 JQ80   30.891  48.290    7.38  20201217   24.0   97.9 109.9   8.0 0.220  39.591
  2014 JN80   37.073  46.423    6.6   20190427  330.4  154.2 138.7  17.7 0.112  41.748
  2014 JM80   45.993  80.203    5.7   20190427  343.3   96.1 182.4  20.5 0.271  63.098
  2014 HU199  40.036  46.272    6.48  20201217  315.3  138.6 118.3   8.5 0.072  43.154
  2014 GZ53   42.323  45.623    6.37  20201217    2.5  136.1  84.6   5.9 0.038  43.973
  2014 DR143  27.950  50.747    5.7   20190427  136.7  356.3  40.0  10.3 0.290  39.348
  2014 DE143  42.295  43.899    6.03  20201217  210.8  168.0 164.2   6.5 0.019  43.097
  2014 DD143  43.048  44.429    6.1   20200531    6.3  332.4 199.3   1.9 0.016  43.739
  2014 AL55   32.831  53.974    6.72  20201217  332.9   75.6 104.7   4.3 0.244  43.402
  2013 HY156  38.277  44.009    6.9   20190427  348.7  156.2  86.3  21.4 0.070  41.143
  2013 HV156  39.133  56.207    5.28  20201217  282.3  182.0 168.8  18.1 0.179  47.670
  2013 HU156  34.920  44.495    5.57  20201217   69.1  343.7 185.4  20.8 0.121  39.707
  2013 FR28   33.221  54.628    7.3   20190427   19.6  133.3  41.9   3.0 0.244  43.924
  2013 FB28   43.052  48.793    6.0   20190427   42.5  174.0 320.8  15.7 0.063  45.922
  2013 EC138  40.910  53.381    6.0   20200531  339.9  212.9 311.0   8.4 0.132  47.145
  2013 BN82   34.501  52.139    6.76  20201217   16.8  277.7 193.7   6.6 0.204  43.320
  2012 UE178  41.208  45.829    6.2   20190427  212.5  131.4  90.0   4.2 0.053  43.519
  2012 UC178  35.057  49.050    6.8   20190427   58.2  168.4 178.4   2.5 0.166  42.053
  2012 UB178  37.561  47.592    6.0   20200531  150.4   86.5 180.3   8.9 0.118  42.576
  2012 FK84   38.888  54.829    6.5   20190427    3.8   83.2 134.6  16.5 0.170  46.859
  2012 DB99   32.224  46.909    6.3   20190427   90.0   43.4  48.5   9.7 0.186  39.566
  2012 DA99   41.353  44.266    6.82  20201217  354.5  149.3  56.6   3.2 0.034  42.809
  2012 CS57   41.627  44.636    6.3   20200531  278.9   81.5 150.6  17.1 0.035  43.132
  2011 YN79   39.389 106.148    6.19  20201217  359.4   44.9  96.9  26.0 0.459  72.769
  2011 XJ4    36.870  54.568    7.0   20190427   11.1  191.4 335.3  11.2 0.194  45.719
  2011 UK411  32.487  52.163    6.99  20201217  347.8  209.6 219.3  13.4 0.232  42.325
  2011 UC411  28.559  49.903    8.0   20200531   19.6   88.0 289.0   4.7 0.272  39.231
  2011 BV163  39.614  48.417    6.6   20190427  348.9   43.7 105.6   4.5 0.100  44.016
  2010 VW224  37.358  49.825    5.5   20190427  186.3  148.2 102.4   8.9 0.143  43.591
  2010 TM182  32.878  45.722    7.0   20190427  334.9   31.0  44.8   5.6 0.163  39.300
  2010 MQ116  34.487  49.416    5.4   20190427  235.0  166.8   5.2  30.8 0.178  41.952
  2008 ST291  42.311 157.437    4.4   20190427   23.4  324.7 331.0  20.8 0.576  99.874
  2005 SF278  35.535  51.839    6.67  20201217  357.4  320.3 101.5  13.4 0.187  43.687
  2005 SD278  39.765  70.603    6.2   20190427   29.9  217.5 152.5  17.9 0.279  55.184
  2005 RQ43   37.298  45.167    6.3   20190427   65.4  266.5  66.2  20.2 0.095  41.233
