  Prov. Des.    q       Q       H     Epoch      M     Peri. Node   Incl.  e      a
  2014 XY40   40.435  54.171    5.1   20200531  211.7   38.5 132.6  29.0 0.145  47.303
  2014 XC48   35.985  46.669    7.3   20200531  328.8  290.3 132.7  28.2 0.129  41.327
  2014 XA48   37.164  56.853    7.2   20201217   52.0  224.7  82.7  26.6 0.209  47.008
  2014 WZ555  36.430  55.423    7.00  20201217  351.0  298.4 108.7  32.0 0.207  45.927
  2014 WW509  36.653  48.245    5.3   20190427  154.2  171.5 110.3  20.4 0.137  42.449
  2014 WS509  42.652  45.492    6.2   20190427  334.0   14.6  83.9   2.7 0.032  44.072
  2014 WR510  28.885  49.344    7.5   20190427   15.0  219.6 212.3  11.1 0.262  39.115
  2014 WP509  40.780  48.751    4.58  20210705   56.0  333.8  66.7   8.3 0.089  44.765
  2014 WO510  32.148  46.134    7.1   20190427  344.7   28.0  69.7   6.7 0.179  39.141
  2014 WM517  44.366  50.747    7.4   20190427   87.4  152.1 147.0  19.5 0.067  47.557
  2014 WM509  37.222  46.947    6.8   20190427    1.8  318.8  88.9  24.2 0.116  42.084
  2014 WF509  40.889  49.399    5.9   20201217   57.8  182.1 177.2   7.1 0.094  45.144
  2014 WE510  27.051  51.445    7.9   20190427    8.1  320.1  99.0  27.2 0.311  39.248
  2014 WD536  29.615  49.475    7.6   20201217  357.2  328.7  68.2  16.6 0.251  39.545
  2014 WC556  42.097  50.352    7.3   20200531    1.9  296.7  54.7  36.4 0.089  46.225
  2014 WC536  31.532  46.891    7.4   20190427   44.3  258.3  88.4  22.5 0.196  39.211
  2014 WC509  29.359  49.243    7.17  20190109   32.9  107.3 304.3   9.3 0.253  39.301
  2014 WB556  42.681 550.279    7.42  20210705    1.6  235.5 114.8  24.2 0.856 296.480
  2014 WB510  30.263  48.365    7.7   20200531   27.4  318.1  82.4  12.6 0.230  39.314
  2014 WB509  34.303  52.562    6.6   20201217  335.5   89.5 354.9   9.7 0.210  43.432
  2014 WA556  39.892  85.633    6.0   20200531  352.0  306.5  86.9  23.9 0.364  62.763
  2014 VW37   36.463  47.642    7.1   20200531   24.6  254.7 122.6  48.8 0.133  42.052
  2014 VV39   43.432  44.655    6.5   20200531  334.5  265.9 136.3   1.6 0.014  44.044
  2014 VT37   29.444  50.466    9.0   20141209   18.6  175.6 197.7  33.5 0.263  39.955
  2014 UZ229  39.427  43.736    8.2   20190427  119.6   52.8 212.0  11.9 0.052  41.582
  2014 UZ228  31.171  47.881    8.8   20200531  341.0  122.5 308.6   2.6 0.211  39.526
  2014 UY229  37.307  57.694    7.0   20190427  221.8  194.8 343.9   3.4 0.215  47.501
  2014 UY228  41.065  45.626    8.0   20200531   12.8   55.5 327.6   2.6 0.053  43.346
  2014 UX228  30.133  42.437    7.5   20190427  102.5  253.7  22.5  20.7 0.170  36.285
  2014 UW229  39.474  55.682    7.0   20190427  237.1  159.9   7.0  14.6 0.170  47.578
  2014 UW228  31.641  41.025    9.2   20190427   62.1   57.7 263.6   4.6 0.129  36.333
  2014 UV228  30.422  48.342    8.6   20190427   29.9  347.8   4.7  10.1 0.228  39.382
  2014 UU229  30.915  47.777    9.2   20190427  347.9  181.8 232.0   6.9 0.214  39.346
  2014 UU228  27.862  51.278    9.7   20200531  355.5  160.8 252.4   4.3 0.296  39.570
  2014 UT229  34.216  44.597    8.7   20190427   28.9  145.7 208.6  43.5 0.132  39.407
  2014 UT228  43.946  53.428    7.3   20190427   48.2   50.2 287.3   3.4 0.097  48.687
  2014 UR229  42.231  43.875    8.4   20190427    3.6  132.7 254.4   4.1 0.019  43.053
  2014 UQ228  37.943  49.217    8.1   20190427  128.3  348.5 266.2   4.2 0.129  43.580
  2014 UP229  37.626  53.410    7.7   20190427  271.6  264.5 232.8   5.8 0.173  45.518
  2014 UP228  36.851  47.779    7.6   20190427  231.8  193.0 339.4   3.4 0.129  42.315
  2014 UO250  37.852  45.977    7.4   20201217  311.7  259.4 195.9  28.2 0.097  41.915
  2014 UO231  42.316  68.088    8.3   20190427  322.9  234.0 213.7  23.2 0.233  55.202
  2014 UO229  33.033  45.673    8.4   20190427   32.4  347.5   3.3  10.1 0.161  39.353
  2014 UO228  34.595  44.347    9.0   20190427   47.5  329.2   7.9   6.8 0.124  39.471
  2014 UO224  37.532  46.411    5.81  20201217  335.3  225.0 253.2   7.3 0.106  41.971
  2014 UN229  39.340  44.869    8.5   20190427  309.2   84.5   5.3   8.3 0.066  42.105
  2014 UN228  37.972  53.696    7.5   20200531  341.9   45.8  18.5  24.0 0.172  45.834
  2014 UM233  36.398  56.721    8.0   20190427  356.1   30.2   8.7  12.1 0.218  46.559
  2014 UM229  37.865  49.182    8.5   20190427  346.6  166.1 244.8   4.2 0.130  43.524
  2014 UM228  27.865  50.468   10.2   20190427    6.5  117.5 271.3   4.9 0.289  39.166
  2014 UL229  38.356  47.079    8.0   20200531   93.5   35.9 251.9   2.6 0.102  42.718
  2014 UL228  39.987  52.844    8.1   20190427  338.6  167.2 255.7   5.1 0.138  46.415
  2014 UK231  40.802  46.486    8.1   20190427  234.9  172.6 350.6   7.0 0.065  43.644
  2014 UK229  39.665  45.555    8.5   20190427   50.3   39.8 295.4   2.3 0.069  42.610
  2014 UJ229  37.424  45.091    8.0   20190427  317.9  224.2 222.4  21.1 0.093  41.257
  2014 UJ228  38.842  46.715    8.4   20190427  309.2  232.3 221.5  13.9 0.092  42.779
  2014 UH229  40.742  46.888    8.3   20190427  289.7  115.4 358.9   8.4 0.070  43.815
  2014 UH192  35.102  57.193    6.0   20200531   20.9   15.8   4.5  16.1 0.239  46.148
  2014 UF241  34.958  48.133    6.5   20200531  175.6   19.2 191.5  26.7 0.159  41.545
  2014 UF228  30.845  48.197    7.9   20200531  355.3   40.2   8.3  12.6 0.220  39.521
  2014 UF224  39.501  50.977    7.5   20190427  266.8  332.3 174.3  27.2 0.127  45.239
  2014 UE241  37.431  47.635    6.5   20200531  251.3   78.3  60.4   7.5 0.120  42.533
  2014 UE229  41.431  44.140    7.9   20190427  316.5  202.2 239.5   6.0 0.032  42.785
  2014 UD241  40.502  44.501    7.0   20201217  277.9   63.7  40.6  12.5 0.047  42.501
  2014 UD229  31.102  41.426    8.4   20190427  305.5  109.4 358.3   6.8 0.142  36.264
  2014 UC230  39.589  50.437    8.1   20190427   58.3   32.0 289.2   2.1 0.121  45.013
  2014 UC229  40.207  50.643    8.1   20190427   80.0  324.3 337.6   3.8 0.115  45.425
  2014 UC228  42.757  46.879    7.5   20190427  255.2  148.7 353.6   5.5 0.046  44.818
  2014 UB229  28.984  50.017    8.3   20190427   90.7  282.6 353.4   4.1 0.266  39.500
  2014 UB225  41.195  46.596    6.3   20201217  112.7  163.0 105.8   3.5 0.062  43.896
  2014 UA230  42.434  67.808    6.5   20190427  269.7  132.5  10.5  12.7 0.230  55.121
  2014 TX85   36.290  44.534    6.9   20190427  354.8  217.3 201.5  21.9 0.102  40.412
  2014 TU85   33.641  63.653    8.4   20141010  340.9  306.1 120.8  16.4 0.308  48.647
  2014 TT85   37.347  43.471    8.1   20190427   36.8  264.2  98.1  17.9 0.076  40.409
  2014 TL95   35.379  51.735    7.7   20200531  352.3  306.3 100.8  10.6 0.188  43.557
  2014 TE86   37.380  51.331    7.0   20200531   52.8  170.3 161.6  28.7 0.157  44.355
  2014 TB86   37.500  54.023    6.4   20201217    2.6  329.6  50.2  19.1 0.181  45.762
  2014 SZ348  36.240  60.765    8.0   20190427   19.8  224.3 158.4  47.7 0.253  48.503
  2014 SY373  36.585  41.934    6.7   20200531  291.4  343.2  48.4  25.5 0.068  39.260
  2014 SX373  35.857  49.782    7.7   20200531   16.1  250.6 140.7  32.9 0.163  42.819
  2014 SX349  33.897  62.384    7.0   20190427  110.0  172.9  31.4  12.1 0.296  48.141
  2014 SW349  39.232 156.345    7.5   20190427   17.2  251.8  19.8  15.2 0.599  97.789
  2014 ST373  50.194 158.919    5.4   20200531  353.7  297.1 130.2  43.2 0.520 104.556
  2014 ST349  38.481  55.637    7.2   20190427  136.4  129.1  76.6  13.7 0.182  47.059
  2014 SS349  45.297 253.452    7.5   20200531    8.2  147.6 144.1  48.1 0.697 149.375
  2014 SR349  47.691 556.770    6.7   20190427  357.7  340.9  34.8  18.0 0.842 302.231
  2014 SQ373  38.797  53.073    7.0   20200531  316.0  339.7 131.0  29.9 0.155  45.935
  2014 SQ350  38.325  47.905    7.1   20200531  105.4  215.5  66.3  29.9 0.111  43.115
  2014 SP373  26.805  52.187    7.06  20201217  318.8  311.7 158.7  24.4 0.321  39.496
  2014 SP363  42.794  82.474    6.1   20201217  346.2  267.2 145.3  31.2 0.317  62.634
  2014 SO373  36.462  47.564    6.7   20201217   35.2  203.5 132.8  26.0 0.132  42.013
  2014 SN363  36.253  53.984    7.3   20201217   34.9  267.8  59.9  27.1 0.196  45.118
  2014 SN350  34.763  50.759    7.6   20200531  341.1  258.1 171.6  32.0 0.187  42.761
  2014 SM373  38.109  53.166    7.4   20200531   21.5  252.1 106.0  25.4 0.165  45.637
  2014 SM363  42.494  53.852    7.18  20140920    0.0  243.6 122.7  22.8 0.118  48.173
  2014 SM350  34.755  55.178    7.4   20141010  159.3   30.4 149.1  35.8 0.227  44.967
  2014 SK350  39.963  69.905    6.7   20141010  272.0  334.8 115.4  17.3 0.273  54.934
  2014 SH378  38.363  44.247    7.4   20200531  298.4   21.5  36.8  16.8 0.071  41.305
  2014 SH350  36.317  51.690    7.6   20140920  251.0   33.6  67.2  10.4 0.175  44.004
  2014 SG350  39.877  63.891    6.8   20141010  151.3   59.5 108.8  26.8 0.231  51.884
  2014 SF350  30.596  48.802    6.91  20210705  179.6  135.5  38.2   9.8 0.229  39.699
  2014 SD350  39.064  86.548    7.20  20210705  330.0   40.1 356.6  32.8 0.378  62.806
  2014 SC350  41.901  50.185    6.82  20210705   61.1  218.2  62.6   9.3 0.090  46.043
  2014 SB374  36.668  51.841    6.5   20201217  315.3    0.9 100.8  40.8 0.171  44.255
  2014 SB350  34.281  63.090    7.4   20141010   70.4  104.5 132.2  21.0 0.296  48.686
  2014 SA374  38.524  49.448    6.9   20200531   90.9  201.8  72.2  35.8 0.124  43.986
  2014 SA365  36.454  44.222    6.9   20190427    4.9  273.9 159.0  28.2 0.096  40.338
  2014 RN74   28.039  50.656    7.97  20201217  345.9  317.3 115.2  24.4 0.287  39.348
  2014 RM74   43.351  90.188    6.8   20200531  351.7  284.9 149.3  32.5 0.351  66.770
  2014 RL74   37.044  56.336    5.9   20200531  262.6   10.7 150.0  30.3 0.207  46.690
  2014 RJ70   38.025  56.735    7.1   20200531    5.0  274.9  30.9  26.5 0.197  47.380
  2014 QZ510  29.915  49.047    7.7   20200531   33.5  263.4  71.7  23.8 0.242  39.481
  2014 QY510  35.456  50.361    7.8   20200531   25.3  244.7 107.5  22.7 0.174  42.908
  2014 QY441  33.359  39.231    5.7   20180323  244.1  121.6  79.7  10.2 0.081  36.295
  2014 QX510  38.994  52.625    7.1   20200531   22.4  269.4  67.9   6.5 0.149  45.809
  2014 QW441  39.741  49.309    5.2   20201217    1.6  202.6 162.7  28.7 0.107  44.525
  2014 QV510  36.792  50.447    7.9   20200531  332.0  322.5  47.8  31.5 0.157  43.620
  2014 QU510  38.994  43.062    7.0   20200531  157.1  124.0  86.1  42.1 0.050  41.028
  2014 QU441  36.916  45.582    8.0   20200531  351.8  295.4 113.0  19.4 0.105  41.249
  2014 QT510  30.744  49.019    8.3   20200531   35.4  252.0   1.3  28.7 0.229  39.882
  2014 QR441  42.628  94.490    6.8   20200531  357.8  282.4  77.8  42.2 0.378  68.559
  2014 QM441  28.517  50.740    8.59  20201217    2.4  312.4  96.0  18.3 0.280  39.628
  2014 QF442  36.407  56.304    7.6   20200531   19.0  246.9  52.8  30.5 0.215  46.355
  2014 QF433  41.107  51.243    6.2   20190427   61.2  174.3  83.7   4.7 0.110  46.175
  2014 QE442  39.436  43.068    7.1   20200531   66.7  254.6  77.7  26.4 0.044  41.252
  2014 QB527  39.483  42.975    6.86  20161105   16.3  301.5  91.2  19.7 0.042  41.229
  2014 PS70   38.951  44.342    6.5   20200531   44.5  322.7 347.0  15.2 0.065  41.646
  2014 PN70   42.033  47.047   10.3   20190427  288.1  228.1 136.4   4.1 0.056  44.540
  2014 PE88   36.914  43.382    6.80  20140923   22.7  236.8  43.5  22.6 0.081  40.148
  2014 OX415  28.766  50.547    7.9   20190427  346.8  140.7 131.2  19.2 0.275  39.656
  2014 OV393  35.347  43.542    6.25  20190809  148.9  106.2  65.4   3.5 0.104  39.444
  2014 OS393  42.328  45.582   10.1   20140811   63.7   74.9 138.2   3.8 0.037  43.955
  2014 OM394  40.577  47.462    6.1   20190427  142.8  172.7  43.2   2.4 0.078  44.020
  2014 OJ394  41.008  65.114    5.1   20200531   56.6  272.5 299.3  34.6 0.227  53.061
  2014 OF394  40.255  54.007    6.0   20201217    5.9  354.3 354.5  22.3 0.146  47.131
  2014 OD394  40.426  48.665    5.7   20201217  155.2   85.3 130.0  11.2 0.092  44.546
  2014 OC394  41.384  46.060    6.6   20200531  335.1  294.1  94.5   2.5 0.053  43.722
  2014 OA394  38.059  55.919    6.8   20200531   14.4  321.2 355.7   4.4 0.190  46.989
  2014 NZ65   36.401  52.374    6.1   20201217   61.3  276.9 342.9  28.7 0.180  44.388
  2014 NT86   34.311  45.328    6.12  20210705    8.2  279.9   6.8   8.2 0.138  39.819
  2014 ND81   36.500  47.121    6.8   20200531   37.3  280.9   1.8  24.3 0.127  41.811
  2014 NC66   36.958  58.084    6.7   20190427    4.0  197.5 138.8  43.8 0.222  47.521
  2014 NB66   42.489  49.235    5.7   20200531  226.0  193.4 299.7   4.9 0.074  45.862
  2014 NA66   33.726  52.509    7.2   20200531   20.2  355.8 307.4  16.1 0.218  43.118
  2014 MT69   38.734  47.726   11.7   20140702  275.3  236.0 140.9   3.2 0.104  43.230
  2014 MH70   32.955  46.227    5.9   20200531  141.9   91.5  97.5   3.3 0.168  39.591
  2014 MG70   41.118  46.355    6.1   20201217  329.1   33.3 325.2  12.1 0.060  43.737
  2014 MF70   29.805  49.637    6.7   20200531  319.5  183.5 126.1   4.8 0.250  39.721
  2014 ME70   36.176  49.750    6.7   20190427   27.1  274.0   1.1   7.8 0.158  42.963
  2014 MB70   41.171  51.998    6.1   20190427   24.1  318.7 351.4   9.2 0.116  46.584
  2014 LT28   41.279  47.923    5.9   20200531   33.3  202.1  63.7  10.0 0.074  44.601
  2014 LQ28   39.484  48.157    5.8   20200531  345.0  156.2 223.3   1.3 0.099  43.820
  2014 LP28   39.148  43.655    6.2   20201217   16.6  136.0 177.5  16.1 0.054  41.401
  2014 LO28   38.003  48.545    5.3   20201217  314.0  104.4 287.1  25.5 0.122  43.274
  2014 KX101  30.190  49.697    7.5   20190427   22.4   87.4 129.5   4.0 0.244  39.944
  2014 KT101  31.876  53.072    6.8   20180323  351.4  205.9  66.4   9.9 0.250  42.474
  2014 KF113  35.093  50.860    6.9   20210705  347.1  107.1 165.1  28.4 0.183  42.977
  2014 KE113  40.466 106.276    6.7   20200531    1.0  135.9 106.5  33.8 0.448  73.371
  2014 KD102  30.686  49.034    7.4   20190427    5.2   58.5 197.5   7.3 0.230  39.860
  2014 KC102  28.913  50.397    7.1   20180323  337.6  136.2 162.8  12.6 0.271  39.655
  2014 JV80   28.820  69.075    7.6   20190427  356.2  149.0 127.1   8.2 0.411  48.947
  2014 JT80   30.999  48.968    7.4   20190427  338.6  149.7 146.2  14.5 0.225  39.984
  2014 JQ92   26.105  53.562    8.4   20190427   11.1   74.5 160.4  24.2 0.345  39.834
  2014 JP80   36.998  42.449    5.0   20210705  211.2  317.6 146.3  19.3 0.069  39.723
  2014 JO80   27.944  50.826    7.7   20200531   41.1  347.8 196.4  15.7 0.290  39.385
  2014 JL80   28.394  50.715    7.41  20210705  358.6  119.0 129.5   6.2 0.282  39.554
  2014 JC92   39.205  52.897    6.0   20200531   73.4   88.9  55.5   9.3 0.149  46.051
  2014 HX209  38.033  53.355    8.2   20200531  305.1   43.0 251.1   3.1 0.168  45.694
  2014 HR208  33.812  45.883    8.2   20180323  325.4  278.8 346.8   3.2 0.151  39.848
  2014 HD200  36.979  41.983    6.9   20190427   63.6   88.8  67.9  14.8 0.063  39.481
  2014 GT53   41.586  51.235    5.7   20201217  287.9  282.7  33.8  12.1 0.104  46.410
  2014 GK54   26.588  53.093    8.2   20190427  355.8   12.9 234.2  24.0 0.333  39.840
  2014 GJ65   40.128  63.450    6.6   20200531  352.9  154.9 110.9  46.5 0.225  51.789
  2014 GJ54   28.648  50.865    7.5   20200531  344.4   37.4 233.1  17.2 0.279  39.756
  2014 GF54   32.111  47.448    6.9   20200531   15.8  234.9 331.8   8.8 0.193  39.780
  2014 GE54   35.568  60.444    6.6   20190427   32.8   27.9 134.1  17.0 0.259  48.006
  2014 FZ71   55.881  95.644    6.9   20190427  350.0  244.5 306.0  25.5 0.262  75.763
  2014 FY71   34.523  52.205    5.4   20201217   53.8  242.6 241.9  18.5 0.204  43.364
  2014 FX61   36.719  49.586    7.8   20190427  333.6   44.1 189.4  21.5 0.149  43.152
  2014 FP43   38.118  51.714    6.9   20190427   36.9  130.7   5.5  28.2 0.151  44.916
  2014 FG72   35.907  56.837    7.07  20201217  150.6  170.2 192.9  35.0 0.226  46.372
  2014 FC72   51.661  99.837    4.7   20200531  357.7   33.3 178.0  29.9 0.318  75.749
  2014 FC69   40.302 104.892    4.7   20200531   89.7  189.7 250.3  30.0 0.445  72.597
  2014 FC62   39.327  52.187    7.49  20201217  294.7  268.3  11.7   2.1 0.141  45.757
  2014 FB62   32.270  47.330    7.8   20180323   12.9  352.1 187.8   6.0 0.189  39.800
  2014 BD70   35.583  46.870    5.5   20201217  217.7    9.3 276.7  23.0 0.137  41.226
  2014 AM55   40.246  53.469    5.2   20201217  269.2  114.5 131.8   7.2 0.141  46.858
  2013 WJ123  30.526  48.682    7.9   20201217   25.5  276.5  85.1   9.2 0.229  39.604
  2013 WH123  40.596  52.209    7.0   20200531   53.3  181.5 130.0   9.3 0.125  46.403
  2013 WG114  41.280  47.332    6.7   20200531   24.9  272.4  70.1   1.5 0.068  44.306
  2013 VZ31   38.617  48.734    6.6   20200531  144.9  141.0  74.8   2.7 0.116  43.675
  2013 VR46   33.433  45.545    7.2   20200531   68.4  225.6  87.3  13.8 0.153  39.489
  2013 VQ46   29.882  48.949    7.5   20201217   77.9  218.9  70.3   9.5 0.242  39.415
  2013 VN46   29.866  49.017    8.6   20200531   26.6  241.6 112.8   7.8 0.243  39.442
  2013 VL46   41.360  50.069    6.7   20200531  242.4   44.8  96.3   6.7 0.095  45.715
  2013 VJ24   39.025  54.109    6.4   20131104  175.6  112.8  82.3   8.8 0.162  46.567
  2013 VF24   26.505  52.054    8.24  20201217   12.4  303.6 113.6  19.9 0.325  39.280
  2013 VD24   41.263  67.757    7.7   20131214   62.6  196.8 105.7  18.9 0.243  54.510
  2013 UZ17   39.123  56.351    7.9   20201217   23.4  331.6  22.3   7.2 0.180  47.737
  2013 UY17   41.764  46.758    7.4   20190427  121.6  226.2  29.3   4.5 0.056  44.261
  2013 UY16   39.598  48.322    7.6   20190427   95.9  221.1  52.9   2.4 0.099  43.960
  2013 UX18   41.160  46.168    7.1   20200531  150.0  148.1  81.8   2.9 0.057  43.664
  2013 UX17   33.951  44.958    7.8   20190427  169.5  180.5  29.9   3.0 0.139  39.455
  2013 UX16   29.781  48.644    8.0   20190427  123.2  199.9  37.3   4.4 0.241  39.213
  2013 UW18   31.518  47.319    8.5   20201217  306.4  282.0 178.4   6.8 0.200  39.418
  2013 UW17   44.602  45.868    7.6   20190427  202.4   86.9  94.2   1.9 0.014  45.235
  2013 UW16   41.128  47.411    7.3   20190427  265.1   45.1  78.1   2.0 0.071  44.270
  2013 UV17   32.147  46.641    8.2   20190427   93.3  205.7  64.8   2.1 0.184  39.394
  2013 UT22   33.185  51.338    7.1   20200531   54.1  137.9 194.2  29.3 0.215  42.261
  2013 UT17   41.687  44.227    7.7   20190427  132.2  205.9  42.0   4.0 0.030  42.957
  2013 US17   40.772  44.220    8.0   20190427  117.9  146.5 114.3   2.9 0.041  42.496
  2013 UR22   40.230  47.687    7.8   20190427  152.6  106.1 116.9   1.4 0.085  43.958
  2013 UR17   41.268  47.458    7.6   20200531  243.5    4.9 141.9   3.1 0.070  44.363
  2013 UQ15   38.149  47.613    6.5   20201217  175.9   17.4 189.1  27.3 0.110  42.881
  2013 UP44   39.732  52.756    8.62  20210705   33.8  216.5 126.9   2.9 0.141  46.244
  2013 UP17   41.550  46.009    7.9   20190427   46.1  237.3  94.8   0.9 0.051  43.779
  2013 UP15   42.966  50.052    7.5   20190427  339.6  325.9  82.0   2.5 0.076  46.509
  2013 UO15   41.015  45.504    6.8   20190427  110.6  203.2  64.0   3.7 0.052  43.259
  2013 UN17   42.187  44.528    7.9   20180323  219.6  105.5  57.5   3.0 0.027  43.357
  2013 UN15   42.488  47.642    7.3   20190427   93.6  116.9 166.1   3.4 0.057  45.065
  2013 UM17   38.979  45.868    7.7   20190427   76.8  111.3 185.6  13.0 0.081  42.424
  2013 UL17   41.331  43.784    8.1   20180323   91.2  204.1  82.3   1.8 0.029  42.557
  2013 UK15   38.890  57.329    6.1   20201217  236.3   34.1 119.3  11.7 0.192  48.110
  2013 UJ17   32.220  46.642    9.0   20190427  354.2  358.7  36.7   6.8 0.183  39.431
  2013 UG18   39.843  49.879    7.8   20200531   81.2  191.9  99.2   0.9 0.112  44.861
  2013 UG17   40.431  46.605    8.3   20180323  314.2  245.3 187.8   7.7 0.071  43.518
  2013 UF31   31.606  47.391    7.9   20200531   29.3  176.4 178.0  32.0 0.200  39.499
  2013 UF18   37.512  55.530    7.5   20201217  294.0  281.2 193.2  10.4 0.194  46.521
  2013 UF17   29.522  49.711    8.9   20201217   30.3  150.2 190.8  17.1 0.255  39.616
  2013 UE31   37.692  57.827    6.4   20200531   27.2  283.6 343.0  38.7 0.211  47.760
  2013 UE18   41.128  49.331    8.2   20190427   21.5  320.1  39.8   2.4 0.091  45.229
  2013 UE17   40.954  45.060    8.3   20190427   61.0  206.2 110.1   0.7 0.048  43.007
  2013 UD18   40.569  49.138    7.5   20190427  309.7   12.7  71.2   2.7 0.096  44.854
  2013 UC18   40.807  44.642    8.3   20190427  106.0  117.2 155.9   2.9 0.045  42.725
  2013 UB18   43.723  46.680    7.7   20200531  339.2  272.7 134.7   3.6 0.033  45.201
  2013 UB17   44.479  80.545    7.0   20190427   32.0  309.1  15.4  32.9 0.288  62.512
  2013 UA18   42.142  43.758    7.9   20190427  199.2  158.3  26.9   6.8 0.019  42.950
  2013 UA17   33.448  45.366    8.9   20190427   39.2  302.5  30.3   2.0 0.151  39.407
  2013 TZ171  36.657  54.012    7.3   20200531  357.9  240.5 163.6  15.9 0.191  45.334
  2013 TY187  40.822  46.264    6.4   20200531  303.9  352.4  92.9  11.1 0.062  43.543
  2013 TY171  29.777  49.235    7.2   20200531   56.7  247.8  58.8  25.0 0.246  39.506
  2013 TX187  40.722  45.405    7.0   20200531   60.8  256.4  45.7   0.5 0.054  43.063
  2013 TW187  40.526  46.086    7.5   20201217   43.0  277.5  52.1   0.4 0.064  43.306
  2013 TV187  37.723  41.782    7.3   20201217  190.2   42.3 148.8   6.1 0.051  39.753
  2013 TU187  32.944  45.659    7.8   20200531   16.5  290.0  84.3  14.9 0.162  39.301
  2013 TT187  38.924  49.217    7.2   20200531   33.9  182.3 170.5  19.2 0.117  44.070
  2013 TQ187  39.471  47.625    7.3   20200531  357.9  280.1 117.0  10.0 0.094  43.548
  2013 TO187  31.863  46.683    8.2   20200531  347.5  333.1  82.3   9.2 0.189  39.273
  2013 TM159  38.676  54.265    6.8   20200531  356.2  293.4 107.8   9.5 0.168  46.471
  2013 TL187  31.336  47.443    8.7   20200531    7.9  347.6  25.1  18.8 0.204  39.390
  2013 TL172  41.385  46.418    6.9   20200531  198.7   78.4  95.1   1.8 0.057  43.901
  2013 TK187  41.110  46.526    6.8   20201217   27.3  297.4  56.9   6.6 0.062  43.818
  2013 TK172  36.909  56.284    6.9   20200531   46.3  247.0  71.9  12.6 0.208  46.597
  2013 TJ187  38.511  47.348    7.1   20200531   94.9  226.3  38.1  10.7 0.103  42.929
  2013 TH187  41.659  46.874    7.2   20200531   35.1  253.3  89.2   2.8 0.059  44.266
  2013 TH172  31.363  53.554    7.6   20200531   32.6  287.7  42.6  11.6 0.261  42.458
  2013 TG172  32.551  63.612    8.0   20200531   13.5  339.1  14.5   4.8 0.323  48.082
  2013 TF188  37.320  54.322    7.4   20201217  321.2  259.4 171.7  10.8 0.186  45.821
  2013 TF187  35.902  51.665    7.7   20200531   33.7  250.2  80.7   2.4 0.180  43.784
  2013 TF172  42.857  44.904    7.1   20200531  301.7  304.8 126.9   2.9 0.023  43.881
  2013 TE188  30.355  48.559    8.2   20200531  358.6  292.2 109.6   9.4 0.231  39.457
  2013 TE187  41.049  47.956    6.5   20200531  253.9   45.3  88.3   2.5 0.078  44.502
  2013 TE172  35.661  61.004    7.2   20200531   10.3  325.1  50.8  29.9 0.262  48.332
  2013 TD188  40.350  47.422    6.9   20200531  173.4  163.7  35.1   4.6 0.081  43.886
  2013 TD172  35.801  49.311    7.0   20200531  303.6   84.3   6.0  11.0 0.159  42.556
  2013 TC188  38.951  49.779    7.3   20201217    0.3  278.7 114.4  11.3 0.122  44.365
  2013 TC187  40.909  46.657    7.2   20200531   11.7  291.4  72.0   1.0 0.066  43.783
  2013 TC172  42.055  45.848    6.6   20201217  275.9  153.4 291.7   7.4 0.043  43.952
  2013 TB188  33.169  45.793    8.1   20200531    0.4  309.9  91.5  15.0 0.160  39.481
  2013 TB172  34.588  51.712    7.8   20200531   13.6  326.9  35.2  11.6 0.198  43.150
  2013 TA188  28.351  50.364    8.4   20200531  352.5  285.1 129.4  10.4 0.280  39.357
  2013 TA172  32.226  46.779    8.1   20200531  339.6  236.5 173.6  14.5 0.184  39.502
  2013 SZ100  40.494  46.686    7.9   20190427  182.0  166.5  27.8   8.5 0.071  43.590
  2013 SY99   50.0191337.694    6.7   20190427  359.3   32.1  29.5   4.2 0.928 693.857
  2013 SY100  36.079  50.467    7.8   20190427   80.5  265.8  13.6  27.1 0.166  43.273
  2013 SX100  42.141  43.273    7.8   20190427  305.5    5.1  69.8   1.3 0.013  42.707
  2013 SW100  41.942  43.279    8.2   20190427   79.4  144.0 154.2   1.2 0.016  42.610
  2013 SV100  41.351  44.492    7.7   20180323  111.7  120.6 141.8   2.1 0.037  42.922
  2013 SU100  32.433  52.156    7.7   20190427  103.3  229.6  21.5   9.7 0.233  42.295
  2013 ST102  40.306  47.758    8.2   20200531   77.1  230.8  64.2   2.5 0.085  44.032
  2013 SS102  38.019  56.769    6.9   20200531  341.9   18.5  21.5  26.4 0.198  47.394
  2013 SS100  40.217  47.953    8.2   20201217   22.8  237.9 117.4   2.6 0.088  44.085
  2013 SR100  37.341  53.716    7.1   20190427  215.1  153.2  17.6  24.2 0.180  45.528
  2013 SP102  33.322  45.406    6.0   20200531  167.1   76.8 146.5  11.6 0.153  39.364
  2013 SP100  37.573  49.913    8.3   20190427   66.6  280.2  18.8   8.4 0.141  43.743
  2013 SO102  30.715  47.988    7.7   20200531  357.1  257.2 145.1   9.8 0.219  39.352
  2013 SO100  39.063  52.544    7.6   20190427   92.3  249.3  21.5   2.5 0.147  45.803
  2013 SN106  42.081  45.588    6.9   20200531  235.4  278.1 202.7   6.5 0.040  43.835
  2013 SN100  42.259  44.701    8.1   20180323  202.3  354.8 182.5   6.2 0.028  43.480
  2013 SM106  37.471  53.571    7.5   20201217   20.3  334.8  21.2  16.9 0.177  45.521
